연도,지역,대분류,중분류,구분,세부사업명,당해예산,전년도예산,증감액,증감율,출생환경_대영역,출생환경_세부영역
2017,경북,Ⅱ. 지자체 자체사업,2. 고령화 대책(자체사업),자체,어르신 장수체조 운영,170.0,102.0,68.0,66.7,지표체계 외,지표체계 외
2017,경북,Ⅱ. 지자체 자체사업,2. 고령화 대책(자체사업),자체,치매검진사업,13.0,13.0,0.0,0.0,지표체계 외,지표체계 외
2017,경북,Ⅱ. 지자체 자체사업,2. 고령화 대책(자체사업),자체,노인 목욕비 및 이미용비 지원사업,288.0,288.0,0.0,0.0,지표체계 외,지표체계 외
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 참여형･교육형 프로그램 지원,40.0,50.0,-10.0,-20.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,출산장려 UCC&사진 공모전,35.0,50.0,-15.0,-30.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,초등학생 인구교육,20.0,0.0,20.0,,2. 가족·생활,2-1. 돌봄 여건
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 대학교 교양과목 개설지원,70.0,50.0,20.0,40.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,"출산장려 홍보 (라디오, 신문 등)",175.0,120.0,55.0,45.8,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 릴레이 캠페인,288.0,345.0,-57.0,-16.5,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,경상북도 저출산 극복 기본계획 수립,70.0,0.0,70.0,,지표체계 외,지표체계 외
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 사업 평가대회,9.0,10.0,-1.0,-10.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,인구정책 전담부서 설치,0.0,0.0,0.0,,지표체계 외,지표체계 외
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,아빠와 함께하는 힐링캠프,8.0,10.0,-2.0,-20.0,2. 가족·생활,2-3. 가사수행 격차
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,두근두근 미혼남녀 오작교 캠프,6.0,5.0,1.0,20.0,2. 가족·생활,2-2. 여가 인프라
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,인구의날(7.11) 기념식,10.0,10.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,작은결혼식 문화조성,10.0,0.0,10.0,,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 인식개선 홍보,3.0,3.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,임산부의 날 행사 개최,5.0,5.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,아빠애플 프로그램 사업,4.0,4.0,0.0,0.0,2. 가족·생활,2-3. 가사수행 격차
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 주민인식개선 홍보 및 교육,19.0,19.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,도･시･락 청춘남녀 페스티벌,20.0,20.0,0.0,0.0,2. 가족·생활,2-2. 여가 인프라
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,임산부의 날 태교음악회 및 숲체험 행사,9.0,3.0,6.0,200.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,인구의 날 기념식 및 출산장려 공모전,3.0,3.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 대응 인구교육,3.0,3.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,출산장려 캠페인 및 홍보사업,33.0,34.0,-1.0,-2.9,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 결혼문화 인식개선 사업 (응답하라 나의 반쪽),7.0,7.0,0.0,0.0,2. 가족·생활,2-2. 여가 인프라
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 주민인식개선 사업,20.0,20.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 릴레이 캠페인,20.0,20.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 주민인식개선 사업,15.0,15.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 사회분위기 조성,11.0,10.0,1.0,10.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,맘앤베이비사랑 꾸러미 지원,33.0,0.0,33.0,,2. 가족·생활,2-1. 돌봄 여건
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 인식개선 홍보강화,15.0,10.0,5.0,50.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,자연과 동심이 어우러진 저출산 극복 행사,12.0,20.0,-8.0,-40.0,2. 가족·생활,2-2. 여가 인프라
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 주민인식개선 사업,1.0,1.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,아름다운 생명고을 청도에 우리아이가 태어났어요,0.0,0.0,0.0,,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,농촌총각 결혼지원사업,10.0,10.0,0.0,0.0,1. 경제·고용·주거,1-3. 경제적 여건
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복을 위한 주민인식개선 사업,11.0,11.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,출산친화 사진 공모전,5.0,5.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 주민인식개선 홍보 및 교육지원,7.0,7.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,인구의 날 기념 홍보 행사,2.0,3.0,-1.0,-33.3,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산･고령사회 대응 홍보,0.0,0.0,0.0,,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,결혼적령기 미혼남녀 만남의 장,0.0,0.0,0.0,,2. 가족·생활,2-2. 여가 인프라
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,출산분위기 조성,2.0,2.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,농촌총각 결혼지원,12.0,24.0,-12.0,-50.0,1. 경제·고용·주거,1-3. 경제적 여건
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 주민인식개선 홍보,5.0,5.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복 릴레이 캠페인,12.0,12.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복을 위한 인식개선 홍보 강화,5.0,5.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2017,경북,Ⅱ. 지자체 자체사업,3. 대응기반 강화(자체사업),자체,저출산 극복을 위한 건강한 출산･양육환경 조성사업,3.0,3.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,청년층¥신혼부부 공공임대주택 건설,0.0,0.0,0.0,,1. 경제·고용·주거,1-2. 주거안정성
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,임신¥출산의료비대폭경감 (여성장애인 출산비용지원),106.0,106.0,0.0,0.0,1. 경제·고용·주거,1-3. 경제적 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,고위험임산부의료비 지원,408.0,408.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,분만취약지 지원사업,2100.0,2100.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,난임부부지원,450.0,5952.0,-5502.0,-92.4,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,산모신생아 건강관리지원,3907.0,2980.0,927.0,31.1,3. 보건·안전,3-2. 산후조리 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,미숙아 및 선천성 이상아 의료비 지원,690.0,984.0,-294.0,-29.9,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,선천성대사이상검사 및 환아관리,540.0,559.0,-19.0,-3.4,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,난청조기진단,70.0,122.0,-52.0,-42.6,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,영유아 건강검진,79.0,78.0,1.0,1.3,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,영유아 발달장애 정밀검사비 지원,11.0,11.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,저소득층 기저귀 조제분유 지원,0.0,2760.0,-2760.0,-100.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,만 12세 여아 HPV예방접종 시행,2324.0,2216.0,108.0,4.9,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,지역아동센터,17560.0,17972.0,-412.0,-2.3,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,도 청소년 통합지원체계구축,384.0,378.0,6.0,1.6,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,청소년 동반자프로그램 운영 지원,910.0,888.0,22.0,2.5,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,도 청소년성문화센터 운영지원,444.0,444.0,0.0,0.0,3. 보건·안전,3-3. 아동안전 수준
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,청소년 유해환경 근절 및 감시단 운영,44.0,48.0,-4.0,-8.3,3. 보건·안전,3-3. 아동안전 수준
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,영유아 보육료지원,246384.0,257474.0,-11090.0,-4.3,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,가정양육수당지원,75735.0,74867.0,868.0,1.2,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,국공립 보육시설 확충,883.0,2288.0,-1405.0,-61.4,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,보육정보센터운영(육아종합 지원센터),455696.0,528576.0,-72880.0,-13.8,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,시간연장형 보육서비스 확대,7338.0,5301.0,2037.0,38.4,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,지역아동 보호전문기관 운영,2898.0,2592.0,306.0,11.8,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,드림스타트사업 확대,5742.0,6515.0,-773.0,-11.9,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,아이돌보미서비스 확대,11953.0,10541.0,1412.0,13.4,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,미혼모부자지원,50.0,50.0,0.0,0.0,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,청소년방과후아카데미 운영지원,1338.0,1327.0,11.0,0.8,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,여성인력개발 추진체계 개선,4303.0,4117.0,186.0,4.5,1. 경제·고용·주거,1-1. 고용여건
2018,경북,Ⅰ. 공통사업,1. 저출산 대책(공통사업),공통,농어촌 공동아이돌봄센터 운영 지원,115.0,118.0,-3.0,-2.5,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,기초연금지원,1021170.0,846937.0,174233.0,20.6,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,치매거점병원관리,1104.0,1104.0,0.0,0.0,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,노인일자리 및 노인사회활동지원,82855.0,69292.0,13563.0,19.6,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,학대피해노인 전용쉼터 운영지원,179.0,176.0,3.0,1.7,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,노인보호전문기관운영비 지원,891.0,750.0,141.0,18.8,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,노인돌봄기본서비스 사업,13250.0,11852.0,1398.0,11.8,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,독거노인 중증장애인응급안전알림서 비스사업(운영),1271.0,1149.0,122.0,10.6,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,독거노인 중증장애인응급안전알림서 비스사업(구축),0.0,58.0,-58.0,-100.0,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,노인돌돔종합서비스 단가보조 사업,13819.0,12668.0,1151.0,9.1,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,단기가사서비스 단가보조 사업,41.0,56.0,-15.0,-26.8,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,독거노인 사회관계활성화 사업,100.0,100.0,0.0,0.0,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,경로당 동절기 난방비 지원,12760.0,12760.0,0.0,0.0,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,경로당 양곡비 지원,2687.0,2687.0,0.0,0.0,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,경로당 냉방비 지원,1595.0,1595.0,0.0,0.0,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,경로당 광역지원센터 운영,301.0,53432.0,-53131.0,-99.4,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,노인요양시설 기능보강사업,12568.0,7755.0,4813.0,62.1,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,양로시설 운영비 지원,7196.0,7196.0,0.0,0.0,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,재가장기요양기관지역사회 연계사업,117.0,115.0,2.0,1.7,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,장사시설 설치사업,634.0,5720.0,-5086.0,-88.9,지표체계 외,지표체계 외
2018,경북,Ⅰ. 공통사업,2. 고령화 대책(공통사업),공통,도시민농촌유치지원사업,2000.0,2000.0,0.0,0.0,1. 경제·고용·주거,1-1. 고용여건
2018,경북,Ⅰ. 공통사업,3. 대응기반 강화(공통사업),공통,저출산극복 네트워크 지원사업,34.0,34.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,싱글탈출! 미혼남녀 커플매칭,20.0,20.0,0.0,0.0,2. 가족·생활,2-2. 여가 인프라
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,경북 청년CEO몰 사업지원,200.0,200.0,0.0,0.0,1. 경제·고용·주거,1-1. 고용여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,시군 청년예비창업 지원,654.0,654.0,0.0,0.0,1. 경제·고용·주거,1-1. 고용여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,경북청년CEO심화육성 지원,1300.0,1500.0,-200.0,-13.3,1. 경제·고용·주거,1-1. 고용여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,학사학위 취득지원,400.0,264.0,136.0,51.5,지표체계 외,지표체계 외
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,청년우수(무역) 전문인력 양성,300.0,300.0,0.0,0.0,1. 경제·고용·주거,1-1. 고용여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,경북청년 해외취업 지원,400.0,400.0,0.0,0.0,1. 경제·고용·주거,1-1. 고용여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,출산장려금 지원,7880.0,8700.0,-820.0,-9.4,1. 경제·고용·주거,1-3. 경제적 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,세자녀이상 가족 진료비 지원,250.0,250.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,한방난임치료 지원사업,40.0,40.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,경상북도 다복가정 희망카드제,0.0,0.0,0.0,,1. 경제·고용·주거,1-3. 경제적 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,육아용품 알뜰시장 운영,132.0,132.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,찾아가는 산부인과 운영지원,50.0,50.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,건강한 모유수유아 선발대회,15.0,15.0,0.0,0.0,2. 가족·생활,2-2. 여가 인프라
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,산모신생아 건강관리사 교육지원,15.0,15.0,0.0,0.0,3. 보건·안전,3-2. 산후조리 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,다문화가족 자녀 이중언어 캠프,70.0,70.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,다문화 이해교육,332.0,332.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,다문화가족 문화활동 지원,98.0,95.0,3.0,3.2,2. 가족·생활,2-2. 여가 인프라
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,다문화가족 공부방,640.0,640.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,결혼이민여성 교육지원,80.0,80.0,0.0,0.0,지표체계 외,지표체계 외
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,어린이집 평가 인증제 실시,65.0,65.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,어린이집 환경개선비 지원,200.0,200.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,장애아동 어린이집 입소료 등 지원,19.0,19.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,보육아동 간식비 지원,2400.0,2500.0,-100.0,-4.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,아이사랑카드(보육 전자바우처) 운영,0.0,0.0,0.0,,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,보육교직원 수당 지원,3280.0,3280.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,장애아 보육교직원 특별수당 지원,84.0,84.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,누리과정 지원,91235.0,101409.0,-10174.0,-10.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,경상북도청 어린이집 운영,900.0,900.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,여성지도자 육성,-20.0,45.0,-65.0,-144.4,지표체계 외,지표체계 외
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,농어가 도우미지원사업,162.0,138.0,24.0,17.4,4. 사회·문화,4-1. 일·가정 양립 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,농어촌지역 사랑의 공부방운영지원,112.0,112.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,공공부분 선도모델 발굴확산(유연근무제 확산),0.0,0.0,0.0,,4. 사회·문화,4-1. 일·가정 양립 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,다자녀 공무원 인센티브,0.0,0.0,0.0,,4. 사회·문화,4-1. 일·가정 양립 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,일과 가정의 양립을 위한 임신공무원 배려,0.0,0.0,0.0,,4. 사회·문화,4-1. 일·가정 양립 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,저소득층 자유수강권 지원 확대,9238.0,9238.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,농산어촌 방과후학교 운영 지원,7942.0,7928.0,14.0,0.2,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,장애유아 의무교육비 지원,84.0,84.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,유아교육비 및 보육료 지원,203485.0,203485.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,다자녀 학생 학비 지원,2760.0,2689.0,71.0,2.6,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,다자녀가정 학생 급식비 지원,8489.0,0.0,8489.0,,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,출산장려금 지원,640.0,690.0,-50.0,-7.2,1. 경제·고용·주거,1-3. 경제적 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,둘째아 이상 건강보험료 지원,1404.0,1404.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,다자녀 특별양육금 지원,150.0,150.0,0.0,0.0,1. 경제·고용·주거,1-3. 경제적 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,아빠와 함께하는 힐링캠프,8.0,8.0,0.0,0.0,2. 가족·생활,2-3. 가사수행 격차
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,두근두근 미혼남녀 오작교 캠프,6.0,18.0,-12.0,-66.7,2. 가족·생활,2-2. 여가 인프라
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,인구의날(7.11) 기념식,10.0,10.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,작은결혼식 문화 조성,10.0,10.0,0.0,0.0,1. 경제·고용·주거,1-3. 경제적 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,결혼이민여성 출산용품 지원,27.0,27.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2018,경북,Ⅱ. 지자체 자체사업,1. 저출산 대책(자체사업),자체,행복한 출산힐링센터 운영,81.0,44.0,37.0,84.1,2. 가족·생활,2-1. 돌봄 여건
