연도,지역,대분류,중분류,구분,세부사업명,당해예산,전년도예산,증감액,증감율,출생환경_대영역,출생환경_세부영역
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,보육비 지원확대,117814.0,123860.0,-6046.0,-4.9,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,만3~5세 누리과정 확대,98756.0,109808.0,-11052.0,-10.1,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,양육수당 지원 확대,43412.0,43186.0,226.0,0.5,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,보육교지원 인건비 지원,60922.0,52648.0,8274.0,15.7,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,공공형어린이집 지원,4600.0,4436.0,164.0,3.7,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,어린이집 환경개선,930.0,928.0,2.0,0.2,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,육아종합지원센터 운영 지원,548.0,380.0,168.0,44.2,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,방과후과정 교육비 지원,12259.0,15471.0,-3212.0,-20.8,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,입양가정 양육수당 지원,911.0,1131.0,-220.0,-19.5,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,지역아동센터 확대 및 내실화,12618.0,12016.0,602.0,5.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,아동통합서비스 제공,5400.0,5280.0,120.0,2.3,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,아동발달 지원서비스 확대,2793.0,2431.0,362.0,14.9,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,아동학대 예방 및 보호,2533.0,3375.0,-842.0,-24.9,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,난임부부 지원사업,1952.0,1829.0,123.0,6.7,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,영유아사전예방적 건강관리,1117.0,1020.0,97.0,9.5,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,산모신생아 건강관리 지원사업,1299.0,1140.0,159.0,13.9,3. 보건·안전,3-2. 산후조리 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,청소년산모 의료비 지원 사업,52.0,50.0,2.0,4.0,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,아이돌봄 지원,7777.0,8130.0,-353.0,-4.3,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,청소년 방과후 아카데미 운영,2240.0,1761.0,479.0,27.2,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,청소년 통합지원체계 구축,1282.0,1375.0,-93.0,-6.8,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,청소년 문화의집 건립,2375.0,985.0,1390.0,141.1,2. 가족·생활,2-2. 여가 인프라
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,청소년 수련시설 기능보강,728.0,1115.0,-387.0,-34.7,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,청소년 어울림마당･동아리 활동지원,405.0,268.0,137.0,51.1,2. 가족·생활,2-2. 여가 인프라
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,청소년 성문화센터 설치운영,603.0,604.0,-1.0,-0.2,3. 보건·안전,3-3. 아동안전 수준
2016,강원,Ⅰ. 공통사업,1. 저출산 분야(공통사업),공통,청소년유해환경감시단 운영지원,32.0,32.0,0.0,0.0,3. 보건·안전,3-3. 아동안전 수준
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,기초연금 지급,420332.0,400704.0,19628.0,4.9,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,노인돌봄서비스지원,10981.0,10336.0,645.0,6.2,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,독거노인 응급안전돌보미 운영지원,2904.0,2060.0,844.0,41.0,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,노인복지시설기능보강,3038.0,3254.0,-216.0,-6.6,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,양로시설 운영지원,2638.0,2112.0,526.0,24.9,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,노인보호전문기관(국고),892.0,766.0,126.0,16.4,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,학대피해노인 전용쉼터 지원,174.0,175.0,-1.0,-0.6,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,경로당활성화지원(국고),0.0,5833.0,-5833.0,-100.0,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,경로당광역지원센터 지원,276.0,281.0,-5.0,-1.8,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,심뇌혈관질환 예방관리사업,1210.0,1304.0,-94.0,-7.2,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,치매관리사업,1412.0,1410.0,2.0,0.1,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,2. 고령사회 분야(공통사업),공통,보건기관 원격 건강관리사업,485.0,345.0,140.0,40.6,지표체계 외,지표체계 외
2016,강원,Ⅰ. 공통사업,3. 대응기반 강화분야(공통사업),공통,경력단절여성 재취업 지원체계 강화,2683.0,2622.0,61.0,2.3,1. 경제·고용·주거,1-1. 고용여건
2016,강원,Ⅰ. 공통사업,3. 대응기반 강화분야(공통사업),공통,"여성폭력, 성폭력 보호시스템 구축",1834.0,1800.0,34.0,1.9,3. 보건·안전,3-3. 아동안전 수준
2016,강원,Ⅰ. 공통사업,3. 대응기반 강화분야(공통사업),공통,다문화가족 정착 및 자녀양육 지원,3325.0,5207.0,-1882.0,-36.1,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅰ. 공통사업,3. 대응기반 강화분야(공통사업),공통,다문화가정 맞춤형 교육 및 서비스 지원,801.0,505.0,296.0,58.6,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,고등학교 입학금 및 수업료,1940.0,1940.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,셋째아이상 대학생 입학금,300.0,500.0,-200.0,-40.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,저소득층 아동 입학준비금 지원,401.0,401.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,어린이집 품질향상 지원,1135.0,1087.0,48.0,4.4,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,민간어린이집 보육교사 처우개선비,7204.0,7427.0,-223.0,-3.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,어린이집 보육품질 제고 컨설팅 및 교육지원,30.0,30.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,보호아동 권익증진,55.0,66.0,-11.0,-16.7,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,보호아동 자립지원 전담기관 운영,71.0,60.0,11.0,18.3,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,보호아동 생활안정 지원,1032.0,777.0,255.0,32.8,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,아동급식 지원,3868.0,4540.0,-672.0,-14.8,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,결식아동 도시락배달 유류비,8.0,10.0,-2.0,-20.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,지역아동센터 영어 원어민교사 지원,140.0,140.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,입양축하금 지원,36.0,36.0,0.0,0.0,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,위스타트 마을사업지원,540.0,540.0,0.0,0.0,,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,저출산극복 기금공모사업,150.0,150.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,찾아가는 산부인과,330.0,330.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,건강한 모유수유아 선발대회,8.0,8.0,0.0,0.0,2. 가족·생활,2-2. 여가 인프라
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,다문화가족 맞춤형서비스 확대,392.0,636.0,-244.0,-38.4,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,초등학생 돌봄 대응체계 강화,11600.0,10210.0,1390.0,13.6,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,방과후학교 운영지원,3249.0,4641.0,-1392.0,-30.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,농어입인 고교생자녀 학자금 지원,2480.0,2640.0,-160.0,-6.1,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,농촌총각 결혼지원,75.0,113.0,-38.0,-33.6,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출생아건강보험 가입지원,1070.0,1000.0,70.0,7.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,아동양육시설운영 지원,893.0,893.0,0.0,0.0,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,청소년 방과 후 활동 내실화,40.0,40.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,공공 청소년 수련시설 운영 지원,252.0,252.0,0.0,0.0,2. 가족·생활,2-2. 여가 인프라
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,다문화가정 건강관리사업,37.0,37.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려 지원사업,201.0,195.0,6.0,3.1,3. 보건·안전,3-2. 산후조리 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려금 지원,500.0,600.0,-100.0,-16.7,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,건강한 신혼가꾸기,1.0,1.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,"임산부 철분제, 엽산제 지원",16.0,23.0,-7.0,-30.4,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,다자녀가구 수도요금 감면,,,,,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,입양가정 입양축하금 지원,8.0,14.0,-6.0,-42.9,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,어린이날 큰 잔치,65.0,65.0,0.0,0.0,2. 가족·생활,2-2. 여가 인프라
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,다자녀가정 천사후원금 지원,11.0,16.0,-5.0,-31.2,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,셋째이상 건강보험료 및 건강관리비 지원,196.0,195.0,1.0,0.5,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,보육인력 전문성 제고 및 서비스 향상 지원,610.0,578.0,32.0,5.5,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,휴일어린이집 운영비 및 인건비 지원,10.0,10.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,어린이 놀이터 개보수 및 확충,10.0,10.0,0.0,0.0,2. 가족·생활,2-2. 여가 인프라
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,휴일어린이집 운영,20.0,20.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,평가인증어린이집 지원(냉･난방비),73.0,72.0,1.0,1.4,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,가족문화 프로그램 운영,10.0,10.0,0.0,0.0,2. 가족·생활,2-2. 여가 인프라
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,다문화가정 지원,6.0,6.0,0.0,0.0,2. 가족·생활,2-2. 여가 인프라
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려 지원사업,444.0,447.0,-3.0,-0.7,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,취약계층아동 과일지원사업,81.0,132.0,-51.0,-38.6,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려금 지원,252.0,214.0,38.0,17.8,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,임산부 및 영유아 관리사업,111.0,157.0,-46.0,-29.3,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산양육비 지원,290.0,316.0,-26.0,-8.2,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,셋째이상 자녀 교육비,60.0,104.0,-44.0,-42.3,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산 장려 지원 사업,251.0,486.0,-235.0,-48.4,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,셋째아 이상 출산여성 산후조리 한약 할인 지원 사업,0.0,0.0,0.0,,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산휴가 대체인건비,0.0,6.0,-6.0,-100.0,4. 사회·문화,4-1. 일·가정 양립 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,민간보육시설 보육교사 근속수당,30.0,30.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,민간보육시설 환경개선비 지원,50.0,30.0,20.0,66.7,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,어린이집 차량운영 보조지원,78.0,70.0,8.0,11.4,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려사업,559.0,583.0,-24.0,-4.1,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,전입세대 출생아 지원,226.0,286.0,-60.0,-21.0,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,손자녀 돌봄 친정･시어머니 시상 추진,5.0,5.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출생아 안전보험 가입지원,247.0,237.0,10.0,4.2,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려금 지원,213.0,215.0,-2.0,-0.9,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,다자녀가정 고등학교 학교운영비 지원,31.0,31.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,임산부 등록관리 사업,18.0,18.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,해피맘 해피아이 건강교실 운영,22.0,15.0,7.0,46.7,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,농업인 고교생 자녀 학자금 지원,224.0,276.0,-52.0,-18.8,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,여성농업인 농가도우미 지원,14.0,17.0,-3.0,-17.6,4. 사회·문화,4-1. 일·가정 양립 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려금 지원,330.0,331.0,-1.0,-0.3,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,임산부 및 영유아 건강교실 운영,9.0,9.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,예비부모 만들기 프로젝트사업,9.0,9.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,아동･청소년의 창의성 제고를위 한 문화예술교육지원,65.0,65.0,0.0,0.0,2. 가족·생활,2-2. 여가 인프라
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,민간보육시설 종사자 장기근속수당 지원,38.0,33.0,5.0,15.2,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,다자녀가정 학습비 지원,150.0,150.0,0.0,0.0,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,농가도우미지원 사업,5.0,19.0,-14.0,-73.7,4. 사회·문화,4-1. 일·가정 양립 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산입양장려금,120.0,120.0,0.0,0.0,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,임신 축하기념품 제공,12.0,12.0,0.0,0.0,4. 사회·문화,4-2. 사회적 가치관
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,선천성 대사이상 추가검사비 지원,4.0,4.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,가임기여성 풍진검사 및 예방접종,4.0,4.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산축하금 지원,300.0,300.0,0.0,0.0,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출생아 건강보험료 지원,330.0,330.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,보육시설종사자 근속수당 지원,40.0,39.0,1.0,2.6,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,정선군 출생아 양육비 지원,380.0,394.0,-14.0,-3.6,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,임신출산 지원,36.0,42.0,-6.0,-14.3,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려금 지급,160.0,160.0,0.0,0.0,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,기형아 검사료 지급,300.0,100.0,200.0,200.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,임산부 등록관리,360.0,380.0,-20.0,-5.3,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,아동급식지원,130.0,130.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려금지원,74.0,74.0,0.0,0.0,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,모자보건사업,45.0,42.0,3.0,7.1,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,임산부 영유아 건강교실 운영,5.0,5.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,육아휴직 대체인력 확보,0.0,0.0,0.0,,4. 사회·문화,4-1. 일·가정 양립 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,유연근무제 운영,0.0,0.0,0.0,,4. 사회·문화,4-1. 일·가정 양립 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출생아건강보험 가입지원,100.0,100.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려지원사업,52.0,52.0,0.0,0.0,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,아동발달 프로그램운영,9.0,9.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려지원,220.0,220.0,0.0,0.0,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,어린이집 운영지원,1608.0,1452.0,156.0,10.7,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산양육비 지원,162.0,180.0,-18.0,-10.0,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려지원사업,14.0,18.0,-4.0,-22.2,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,출산장려금 지원,310.0,310.0,0.0,0.0,1. 경제·고용·주거,1-3. 경제적 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,산모신생아건강관리 본인부담금 지원,1.0,1.0,0.0,0.0,3. 보건·안전,3-2. 산후조리 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,임산부 영양제 지원,5.0,3.0,2.0,66.7,3. 보건·안전,3-1. 의료서비스 여건
2016,강원,Ⅱ. 지자체 자체사업,1. 저출산분야(자체사업),자체,영양플러스사업 본인부담금 지원,1.0,1.0,0.0,0.0,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,2. 고령사회분야(자체사업),자체,장수수당,816.0,1008.0,-192.0,-19.0,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,2. 고령사회분야(자체사업),자체,경로행사 추진을 통한 경로효친사상 앙양,54.0,77.0,-23.0,-29.9,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,2. 고령사회분야(자체사업),자체,맞춤형 노인일자리 창출 지원,8190.0,5400.0,2790.0,51.7,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,2. 고령사회분야(자체사업),자체,노인대학 프로그램 운영비 지원,325.0,315.0,10.0,3.2,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,2. 고령사회분야(자체사업),자체,실버예술단,150.0,135.0,15.0,11.1,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,2. 고령사회분야(자체사업),자체,경로당 운영비 지원,13181.0,8522.0,4659.0,54.7,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,2. 고령사회분야(자체사업),자체,노후협소 경로당 기능보강 지원,4310.0,5536.0,-1226.0,-22.1,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,2. 고령사회분야(자체사업),자체,혹한혹서기 공동생활가정 지원,92.0,114.0,-22.0,-19.3,2. 가족·생활,2-1. 돌봄 여건
2016,강원,Ⅱ. 지자체 자체사업,2. 고령사회분야(자체사업),자체,경로당 프로그램운영비 지원,473.0,465.0,8.0,1.7,지표체계 외,지표체계 외
2016,강원,Ⅱ. 지자체 자체사업,2. 고령사회분야(자체사업),자체,노인생활시설 운영지원,40634.0,37261.0,3373.0,9.1,지표체계 외,지표체계 외
